dim_browser,dim_deviceCategory,dim_date,sessions,transactions,QTY
osee2unifiedRelease,mobile,11/21/12,0,0,0
YaBrowser,tablet,11/21/12,0,0,0
Safari,mobile,11/22/12,16147,55,84
Firefox,desktop,11/22/12,5302,310,611
Chrome,mobile,11/22/12,2364,7,16
Safari (in-app),tablet,11/22/12,1738,41,39
Internet Explorer,desktop,11/22/12,705,23,0
Android Webview,mobile,11/22/12,432,2,5
Samsung Internet,mobile,11/22/12,140,0,1
Amazon Silk,tablet,11/22/12,71,1,3
Android Browser,tablet,11/22/12,25,0,0
Android Browser,mobile,11/22/12,24,0,0
Firefox,mobile,11/22/12,20,0,0
Opera Mini,mobile,11/22/12,8,0,0
error,desktop,11/22/12,4,0,0
Mozilla,desktop,11/22/12,4,0,0
Safari,mobile,11/23/12,3735,41,87
Safari,desktop,11/23/12,2835,85,157
Firefox,desktop,11/23/12,2388,85,160
Safari (in-app),tablet,11/23/12,1264,1,0
Internet Explorer,desktop,11/23/12,897,40,22
Chrome,mobile,11/23/12,712,3,10
Internet Explorer,tablet,11/23/12,71,8,10
Android Webview,tablet,11/23/12,38,0,0
Android Browser,mobile,11/23/12,8,0,0
error,desktop,11/23/12,7,0,0
Firefox,mobile,11/23/12,3,0,0
Opera,desktop,11/23/12,3,0,0
BlackBerry,mobile,11/23/12,2,0,0
Coc Coc,desktop,11/23/12,2,0,0
Mozilla,desktop,11/23/12,2,0,0
Internet Explorer,mobile,11/23/12,1,0,0
Maxthon,desktop,11/23/12,0,0,0
Safari,mobile,11/24/12,10912,137,215
Safari,desktop,11/24/12,2490,62,83
Internet Explorer,desktop,11/24/12,1439,49,86
Android Webview,mobile,11/24/12,821,0,1
Safari (in-app),mobile,11/24/12,814,6,8
Chrome,tablet,11/24/12,457,10,22
Samsung Internet,mobile,11/24/12,262,2,2
Internet Explorer,tablet,11/24/12,167,17,15
Amazon Silk,tablet,11/24/12,33,0,0
DESKTOP,desktop,11/24/12,29,0,0
Firefox,mobile,11/24/12,28,0,0
Samsung Internet,tablet,11/24/12,16,0,0
Internet Explorer,mobile,11/24/12,9,0,0
Android Webview,tablet,11/24/12,7,0,0
osee2unifiedRelease,mobile,11/24/12,4,0,0
Opera Mini,mobile,11/24/12,3,0,0
Mozilla Compatible Agent,desktop,11/24/12,2,0,0
Opera,mobile,11/24/12,2,0,0
error,desktop,11/24/12,1,0,0
Mozilla,desktop,11/24/12,1,0,0
UC Browser,mobile,11/24/12,1,0,0
Edge,mobile,11/24/12,0,0,0
Puffin,desktop,11/24/12,0,0,0
Safari,mobile,11/25/12,10384,175,264
Firefox,desktop,11/25/12,2642,102,227
Edge,desktop,11/25/12,1938,92,132
Chrome,mobile,11/25/12,1180,20,28
Android Webview,mobile,11/25/12,770,1,4
Internet Explorer,desktop,11/25/12,732,14,46
Safari (in-app),mobile,11/25/12,662,6,19
Chrome,tablet,11/25/12,240,3,13
Safari (in-app),tablet,11/25/12,236,3,0
Samsung Internet,mobile,11/25/12,231,2,2
Firefox,mobile,11/25/12,21,0,0
Android Webview,tablet,11/25/12,11,0,0
error,desktop,11/25/12,5,0,0
Amazon Silk,mobile,11/25/12,3,0,0
Android Browser,mobile,11/25/12,3,0,0
BlackBerry,mobile,11/25/12,2,0,0
Maxthon,desktop,11/25/12,2,0,0
SeaMonkey,desktop,11/25/12,2,0,2
Firefox,tablet,11/25/12,1,0,0
Opera,mobile,11/25/12,1,0,0
Opera Mini,mobile,11/25/12,0,0,0
UC Browser,mobile,11/25/12,0,0,0
Chrome,desktop,11/26/12,2453,51,83
Firefox,desktop,11/26/12,2435,68,110
Safari (in-app),tablet,11/26/12,1593,5,5
Edge,desktop,11/26/12,896,15,37
Samsung Internet,mobile,11/26/12,416,0,0
Chrome,tablet,11/26/12,394,12,27
Android Webview,mobile,11/26/12,264,0,0
Opera,desktop,11/26/12,25,0,2
Mozilla Compatible Agent,desktop,11/26/12,23,0,0
Samsung Internet,tablet,11/26/12,22,0,0
Edge,mobile,11/26/12,15,0,0
error,desktop,11/26/12,7,0,0
BlackBerry,mobile,11/26/12,6,0,0
Coc Coc,desktop,11/26/12,2,0,0
Maxthon,desktop,11/26/12,2,0,0
Opera,tablet,11/26/12,1,0,0
(not set),tablet,11/26/12,0,0,0
Opera,mobile,11/26/12,0,0,0
Safari,tablet,11/27/12,8017,343,543
Chrome,desktop,11/27/12,4163,188,312
Safari,mobile,11/27/12,3880,50,107
Internet Explorer,desktop,11/27/12,1451,21,70
Firefox,desktop,11/27/12,866,59,72
Samsung Internet,mobile,11/27/12,321,4,4
Chrome,tablet,11/27/12,219,7,21
Android Browser,mobile,11/27/12,40,0,0
Amazon Silk,mobile,11/27/12,9,0,0
Opera,mobile,11/27/12,8,0,0
error,desktop,11/27/12,7,0,0
Edge,tablet,11/27/12,3,0,0
Mozilla,desktop,11/27/12,3,0,0
BlackBerry,mobile,11/27/12,2,0,0
Edge,mobile,11/27/12,2,0,0
Internet Explorer,mobile,11/27/12,2,0,0
YaBrowser,desktop,11/27/12,2,0,0
Firefox,tablet,11/27/12,1,0,0
Opera Mini,mobile,11/27/12,1,0,0
Safari (in-app),desktop,11/27/12,0,0,0
Safari,tablet,11/28/12,17072,500,877
Safari,mobile,11/28/12,9079,106,215
Safari,desktop,11/28/12,2051,65,104
Chrome,mobile,11/28/12,1405,6,12
Edge,desktop,11/28/12,1388,30,60
Safari (in-app),mobile,11/28/12,762,8,3
Internet Explorer,desktop,11/28/12,707,17,0
Chrome,tablet,11/28/12,380,4,22
Android Webview,tablet,11/28/12,103,2,0
Firefox,mobile,11/28/12,32,0,0
Android Browser,mobile,11/28/12,12,0,0
Internet Explorer,tablet,11/28/12,8,0,1
error,desktop,11/28/12,7,0,0
Mozilla,desktop,11/28/12,4,0,0
SeaMonkey,desktop,11/28/12,4,0,0
Opera Mini,mobile,11/28/12,3,0,0
Maxthon,desktop,11/28/12,0,0,0
Safari,tablet,11/29/12,12501,218,368
Safari,mobile,11/29/12,7302,91,135
Safari,desktop,11/29/12,4551,116,208
Safari (in-app),tablet,11/29/12,2478,18,13
Edge,desktop,11/29/12,2426,105,166
Chrome,mobile,11/29/12,1134,18,33
Internet Explorer,desktop,11/29/12,979,37,1
Firefox,desktop,11/29/12,769,32,62
Samsung Internet,mobile,11/29/12,380,1,3
Internet Explorer,tablet,11/29/12,241,12,34
Samsung Internet,tablet,11/29/12,22,0,0
Maxthon,desktop,11/29/12,8,0,0
SeaMonkey,desktop,11/29/12,8,0,0
Android Browser,mobile,11/29/12,6,0,0
BlackBerry,mobile,11/29/12,6,0,0
Firefox,mobile,11/29/12,6,0,0
error,desktop,11/29/12,3,0,0
Iron,mobile,11/29/12,0,0,0
Chrome,desktop,11/30/12,8652,347,611
Chrome,mobile,11/30/12,3127,19,19
Internet Explorer,desktop,11/30/12,1696,36,77
Firefox,desktop,11/30/12,963,24,41
Safari (in-app),tablet,11/30/12,625,3,1
Android Webview,mobile,11/30/12,576,0,0
Safari (in-app),mobile,11/30/12,522,3,5
Internet Explorer,tablet,11/30/12,248,6,0
Samsung Internet,mobile,11/30/12,141,0,0
Internet Explorer,mobile,11/30/12,39,0,0
Firefox,mobile,11/30/12,37,0,0
Samsung Internet,tablet,11/30/12,25,0,0
Android Webview,tablet,11/30/12,14,0,0
Edge,mobile,11/30/12,8,0,0
error,desktop,11/30/12,8,0,0
Android Browser,tablet,11/30/12,5,0,0
Firefox,tablet,11/30/12,1,0,0
Maxthon,desktop,11/30/12,1,0,0
Puffin,mobile,11/30/12,1,0,0
Opera,mobile,11/30/12,0,0,0
Safari,tablet,12/1/12,9600,259,492
Safari,desktop,12/1/12,8379,1167,1786
Chrome,desktop,12/1/12,5601,141,283
Edge,desktop,12/1/12,898,22,35
Chrome,mobile,12/1/12,618,1,2
Android Webview,mobile,12/1/12,269,0,0
Internet Explorer,tablet,12/1/12,251,13,4
Amazon Silk,tablet,12/1/12,55,0,0
Firefox,mobile,12/1/12,24,0,0
Android Webview,tablet,12/1/12,19,0,0
Amazon Silk,mobile,12/1/12,15,0,0
Edge,mobile,12/1/12,11,0,0
error,desktop,12/1/12,9,0,0
Opera,desktop,12/1/12,8,0,0
BlackBerry,mobile,12/1/12,4,0,0
Internet Explorer,mobile,12/1/12,3,0,0
Job Search,mobile,12/1/12,2,0,0
Maxthon,desktop,12/1/12,1,0,1
Opera,mobile,12/1/12,1,0,0
UC Browser,mobile,12/1/12,0,0,0
Safari,mobile,12/2/12,8535,98,145
Chrome,desktop,12/2/12,7951,236,443
Chrome,mobile,12/2/12,1801,23,18
Safari (in-app),tablet,12/2/12,1027,10,18
Chrome,tablet,12/2/12,939,15,37
Edge,desktop,12/2/12,797,16,23
Firefox,desktop,12/2/12,777,21,47
Internet Explorer,mobile,12/2/12,77,2,5
Samsung Internet,tablet,12/2/12,43,0,0
Firefox,mobile,12/2/12,17,2,2
Android Webview,tablet,12/2/12,9,0,0
Android Browser,mobile,12/2/12,6,0,0
error,desktop,12/2/12,5,0,0
Android Browser,tablet,12/2/12,4,0,0
BrowserNG,mobile,12/2/12,3,0,0
Samsung Internet,desktop,12/2/12,2,0,0
SeaMonkey,desktop,12/2/12,2,0,0
Iron,tablet,12/2/12,1,0,0
Coc Coc,desktop,12/2/12,0,0,0
Opera Mini,mobile,12/2/12,0,0,0
Safari,mobile,12/3/12,13742,182,354
Safari (in-app),mobile,12/3/12,1616,5,10
Edge,desktop,12/3/12,1539,28,42
Chrome,mobile,12/3/12,1308,10,11
Internet Explorer,tablet,12/3/12,305,11,0
Chrome,tablet,12/3/12,296,8,18
Samsung Internet,tablet,12/3/12,18,0,0
Android Webview,tablet,12/3/12,11,0,0
Android Browser,mobile,12/3/12,10,0,0
error,desktop,12/3/12,8,0,0
BlackBerry,mobile,12/3/12,4,0,0
Android Browser,tablet,12/3/12,3,0,0
Amazon Silk,mobile,12/3/12,2,0,0
Mozilla Compatible Agent,desktop,12/3/12,2,0,0
Edge,mobile,12/3/12,1,0,0
UC Browser,mobile,12/3/12,1,0,0
Firefox,tablet,12/3/12,0,0,0
Safari,mobile,12/4/12,9970,167,308
Safari,tablet,12/4/12,9721,343,532
Safari,desktop,12/4/12,4771,223,389
Firefox,desktop,12/4/12,3472,153,211
Chrome,mobile,12/4/12,1415,9,18
Edge,desktop,12/4/12,747,25,36
Android Webview,mobile,12/4/12,736,0,0
Internet Explorer,tablet,12/4/12,511,15,5
Chrome,tablet,12/4/12,321,5,4
Safari (in-app),tablet,12/4/12,155,0,0
Amazon Silk,tablet,12/4/12,127,0,11
BlackBerry,mobile,12/4/12,17,0,0
Puffin,desktop,12/4/12,6,0,0
error,desktop,12/4/12,4,0,0
Amazon Silk,mobile,12/4/12,3,0,0
Edge,mobile,12/4/12,3,0,0
Opera,tablet,12/4/12,2,0,0
Android Browser,mobile,12/4/12,1,0,0
Safari,tablet,12/5/12,10013,474,899
Safari (in-app),mobile,12/5/12,2745,5,10
Internet Explorer,desktop,12/5/12,1286,41,0
Samsung Internet,mobile,12/5/12,606,14,16
Android Webview,mobile,12/5/12,448,1,0
Amazon Silk,tablet,12/5/12,395,1,1
Internet Explorer,tablet,12/5/12,159,1,0
Opera,desktop,12/5/12,22,0,0
error,desktop,12/5/12,10,0,0
Firefox,mobile,12/5/12,9,3,8
Android Browser,tablet,12/5/12,7,0,0
Internet Explorer,mobile,12/5/12,7,0,0
Amazon Silk,mobile,12/5/12,2,0,0
Opera Mini,mobile,12/5/12,2,0,0
Edge,mobile,12/5/12,1,0,0
IE with Chrome Frame,mobile,12/5/12,1,0,0
Opera,tablet,12/5/12,0,0,0
Chrome,desktop,12/6/12,7838,423,753
Safari,desktop,12/6/12,6594,142,323
Chrome,mobile,12/6/12,2440,16,48
Firefox,desktop,12/6/12,1728,50,96
Internet Explorer,desktop,12/6/12,1089,25,46
Safari (in-app),mobile,12/6/12,1087,10,2
Edge,desktop,12/6/12,926,23,37
Internet Explorer,mobile,12/6/12,892,3,10
Android Webview,mobile,12/6/12,126,0,0
Internet Explorer,tablet,12/6/12,96,2,0
Android Webview,tablet,12/6/12,32,0,2
Samsung Internet,tablet,12/6/12,23,0,0
BlackBerry,mobile,12/6/12,9,0,0
DESKTOP,desktop,12/6/12,8,0,0
Amazon Silk,mobile,12/6/12,5,0,0
UC Browser,mobile,12/6/12,5,0,0
error,desktop,12/6/12,4,0,0
Mozilla Compatible Agent,desktop,12/6/12,4,0,0
Firefox,tablet,12/6/12,3,0,0
Opera,mobile,12/6/12,2,0,0
Coc Coc,desktop,12/6/12,1,0,0
Safari,mobile,12/7/12,12188,249,556
Safari,tablet,12/7/12,8109,201,286
Chrome,desktop,12/7/12,3537,73,170
Safari,desktop,12/7/12,2980,170,285
Chrome,mobile,12/7/12,2593,5,14
Chrome,tablet,12/7/12,572,22,25
Samsung Internet,mobile,12/7/12,243,0,0
Android Webview,tablet,12/7/12,55,0,0
Samsung Internet,tablet,12/7/12,47,1,0
Opera,desktop,12/7/12,27,0,0
BlackBerry,mobile,12/7/12,21,0,0
Firefox,mobile,12/7/12,13,0,0
Mozilla,desktop,12/7/12,4,0,0
Android Browser,mobile,12/7/12,2,0,0
error,desktop,12/7/12,2,0,0
Opera,tablet,12/7/12,1,0,0
SeaMonkey,desktop,12/7/12,1,0,0
Amazon Silk,mobile,12/7/12,0,0,0
Opera,mobile,12/7/12,0,0,0
Safari,tablet,12/8/12,30481,749,1429
Chrome,desktop,12/8/12,3380,50,90
Chrome,mobile,12/8/12,2130,17,33
Edge,desktop,12/8/12,780,11,22
Internet Explorer,tablet,12/8/12,405,13,0
Samsung Internet,mobile,12/8/12,347,2,2
Safari (in-app),tablet,12/8/12,132,2,2
DESKTOP,desktop,12/8/12,27,0,0
Amazon Silk,mobile,12/8/12,20,0,0
Firefox,mobile,12/8/12,17,0,0
error,desktop,12/8/12,9,0,0
Android Browser,mobile,12/8/12,8,0,0
Opera,desktop,12/8/12,7,0,0
UC Browser,mobile,12/8/12,4,0,0
Firefox,tablet,12/8/12,3,0,0
Opera Mini,mobile,12/8/12,3,0,0
Android Webview,tablet,12/8/12,2,0,0
osee2unifiedRelease,tablet,12/8/12,2,0,0
Opera,tablet,12/8/12,0,0,0
SeaMonkey,desktop,12/8/12,0,0,0
YaBrowser,desktop,12/8/12,0,0,0
Chrome,desktop,12/9/12,5074,149,206
Safari,tablet,12/9/12,2811,56,127
Internet Explorer,desktop,12/9/12,1659,43,60
Safari,desktop,12/9/12,1381,31,71
Edge,desktop,12/9/12,1167,32,96
Firefox,desktop,12/9/12,1076,72,101
Chrome,mobile,12/9/12,765,10,17
Safari (in-app),tablet,12/9/12,383,5,6
Android Webview,mobile,12/9/12,307,0,0
Samsung Internet,mobile,12/9/12,223,0,2
Internet Explorer,mobile,12/9/12,33,2,0
Internet Explorer,tablet,12/9/12,29,0,0
BlackBerry,mobile,12/9/12,20,0,0
error,desktop,12/9/12,10,0,0
Opera,desktop,12/9/12,10,0,0
Maxthon,desktop,12/9/12,4,0,0
Opera,mobile,12/9/12,3,0,0
Iron,mobile,12/9/12,1,0,0
Opera Mini,mobile,12/9/12,1,0,0
IE with Chrome Frame,mobile,12/9/12,0,0,0
Mozilla,desktop,12/9/12,0,0,0
UC Browser,desktop,12/9/12,0,0,0
Safari,mobile,12/10/12,7227,69,114
Internet Explorer,desktop,12/10/12,4048,84,59
Firefox,desktop,12/10/12,2551,107,209
Edge,desktop,12/10/12,574,7,28
Amazon Silk,tablet,12/10/12,207,4,8
Samsung Internet,tablet,12/10/12,29,0,0
Internet Explorer,mobile,12/10/12,20,0,0
SeaMonkey,desktop,12/10/12,11,0,0
BlackBerry,mobile,12/10/12,7,0,0
Android Browser,mobile,12/10/12,6,0,0
error,desktop,12/10/12,5,0,0
Opera,mobile,12/10/12,3,0,0
Amazon Silk,mobile,12/10/12,1,0,0
Iron,mobile,12/10/12,1,0,0
Edge,mobile,12/10/12,0,0,0
Edge,tablet,12/10/12,0,0,0
YelpWebView,mobile,12/10/12,0,0,0
Safari,mobile,12/11/12,8988,81,148
Safari,desktop,12/11/12,5724,106,167
Chrome,desktop,12/11/12,4853,146,219
Chrome,mobile,12/11/12,2162,15,35
Firefox,desktop,12/11/12,1169,18,70
Chrome,tablet,12/11/12,973,30,60
Samsung Internet,mobile,12/11/12,407,1,2
Safari (in-app),mobile,12/11/12,215,0,0
Internet Explorer,mobile,12/11/12,211,0,0
Safari (in-app),tablet,12/11/12,176,2,2
Android Webview,mobile,12/11/12,148,0,0
Firefox,mobile,12/11/12,27,0,0
Opera,desktop,12/11/12,15,0,0
Android Webview,tablet,12/11/12,11,0,0
Mozilla Compatible Agent,desktop,12/11/12,10,0,0
Edge,mobile,12/11/12,5,0,0
Opera Mini,mobile,12/11/12,5,0,0
Opera,tablet,12/11/12,3,0,0
osee2unifiedRelease,mobile,12/11/12,3,0,0
BlackBerry,mobile,12/11/12,2,0,0
Mozilla,desktop,12/11/12,2,0,0
Android Browser,tablet,12/11/12,0,0,0
Coc Coc,desktop,12/11/12,0,0,0
Edge,tablet,12/11/12,0,0,0
error,desktop,12/11/12,0,0,0
Safari,tablet,12/12/12,5252,85,123
Safari,desktop,12/12/12,2913,185,262
Firefox,desktop,12/12/12,1273,59,100
Chrome,tablet,12/12/12,583,5,23
Safari (in-app),mobile,12/12/12,466,0,2
Edge,desktop,12/12/12,365,2,2
Internet Explorer,tablet,12/12/12,297,31,0
Android Browser,tablet,12/12/12,12,0,0
Opera,desktop,12/12/12,9,0,0
BlackBerry,mobile,12/12/12,7,0,0
error,desktop,12/12/12,6,0,0
Maxthon,desktop,12/12/12,4,0,0
Mozilla,desktop,12/12/12,4,0,0
Mozilla Compatible Agent,desktop,12/12/12,2,0,0
MRCHROME,desktop,12/12/12,2,0,0
Amazon Silk,mobile,12/12/12,1,0,0
Coc Coc,desktop,12/12/12,1,0,0
Edge,tablet,12/12/12,1,0,0
Firefox,tablet,12/12/12,0,0,0
Opera Mini,mobile,12/12/12,0,0,0
Safari,tablet,12/13/12,14347,427,772
Chrome,desktop,12/13/12,12422,473,840
Safari,mobile,12/13/12,4994,49,87
Safari,desktop,12/13/12,2204,83,132
Internet Explorer,desktop,12/13/12,2095,39,94
Safari (in-app),mobile,12/13/12,2017,13,17
Firefox,desktop,12/13/12,1352,80,116
Chrome,mobile,12/13/12,1200,6,7
Edge,desktop,12/13/12,437,11,13
Android Webview,mobile,12/13/12,239,0,0
Samsung Internet,mobile,12/13/12,183,1,2
Internet Explorer,tablet,12/13/12,80,9,0
Samsung Internet,tablet,12/13/12,37,0,0
Firefox,mobile,12/13/12,31,0,0
Opera,desktop,12/13/12,13,0,0
Edge,mobile,12/13/12,8,0,0
SeaMonkey,desktop,12/13/12,8,0,0
error,desktop,12/13/12,7,0,0
Android Webview,tablet,12/13/12,4,0,0
UC Browser,mobile,12/13/12,4,0,0
osee2unifiedRelease,mobile,12/13/12,2,0,0
Android Browser,mobile,12/13/12,1,0,0
Safari,tablet,12/14/12,7664,216,429
Safari,mobile,12/14/12,2807,28,62
Internet Explorer,desktop,12/14/12,1702,57,10
Safari (in-app),tablet,12/14/12,1531,27,38
Chrome,tablet,12/14/12,1243,49,65
Chrome,mobile,12/14/12,1196,6,14
Android Webview,mobile,12/14/12,575,3,7
Edge,desktop,12/14/12,557,8,20
Amazon Silk,tablet,12/14/12,58,2,4
Opera,desktop,12/14/12,45,3,3
Samsung Internet,tablet,12/14/12,27,0,0
Firefox,mobile,12/14/12,24,0,0
Opera Mini,mobile,12/14/12,10,0,0
Maxthon,desktop,12/14/12,7,0,0
BlackBerry,mobile,12/14/12,6,0,0
error,desktop,12/14/12,4,0,0
Opera,mobile,12/14/12,4,0,0
Android Browser,mobile,12/14/12,2,0,0
DDG-Android-3.0.14,desktop,12/14/12,2,0,0
Opera,tablet,12/14/12,2,0,0
Truefitbot,desktop,12/14/12,1,0,0
Safari,mobile,12/15/12,26627,272,437
Safari,tablet,12/15/12,8718,122,240
Internet Explorer,desktop,12/15/12,1611,67,6
Safari (in-app),tablet,12/15/12,1050,15,22
Internet Explorer,tablet,12/15/12,171,2,0
Chrome,tablet,12/15/12,167,2,3
Safari (in-app),mobile,12/15/12,138,0,0
Android Webview,tablet,12/15/12,80,0,0
Samsung Internet,tablet,12/15/12,25,0,0
BlackBerry,mobile,12/15/12,23,0,0
Android Browser,mobile,12/15/12,11,0,0
Internet Explorer,mobile,12/15/12,10,0,0
Opera,desktop,12/15/12,10,0,0
error,desktop,12/15/12,5,0,0
SeaMonkey,desktop,12/15/12,3,0,0
Puffin,desktop,12/15/12,2,0,0
Samsung Internet,desktop,12/15/12,2,0,0
Seznam,mobile,12/15/12,0,0,0
Truefitbot,desktop,12/15/12,0,0,0
UC Browser,mobile,12/15/12,0,0,0
Chrome,desktop,12/16/12,8128,254,434
Safari,desktop,12/16/12,7737,329,695
Safari,mobile,12/16/12,6537,62,95
Safari,tablet,12/16/12,3022,83,145
Firefox,desktop,12/16/12,1579,40,68
Chrome,mobile,12/16/12,1006,12,24
Safari (in-app),tablet,12/16/12,592,0,0
Chrome,tablet,12/16/12,303,2,11
Internet Explorer,tablet,12/16/12,140,10,0
Samsung Internet,mobile,12/16/12,140,0,0
BlackBerry,mobile,12/16/12,44,0,0
Samsung Internet,tablet,12/16/12,15,0,0
Firefox,mobile,12/16/12,12,0,0
error,desktop,12/16/12,9,0,0
Android Browser,mobile,12/16/12,7,0,0
Android Webview,tablet,12/16/12,5,0,0
Android Browser,tablet,12/16/12,3,0,0
Edge,mobile,12/16/12,3,0,0
Iron,mobile,12/16/12,2,0,0
BrowserNG,mobile,12/16/12,1,0,0
Mozilla,desktop,12/16/12,1,0,0
NetFront,desktop,12/16/12,1,0,0
Opera Mini,mobile,12/16/12,1,0,0
SeaMonkey,desktop,12/16/12,1,0,0
Safari,tablet,12/17/12,7608,315,499
Chrome,desktop,12/17/12,3315,64,139
Chrome,mobile,12/17/12,2396,9,17
Firefox,desktop,12/17/12,1734,44,76
Internet Explorer,desktop,12/17/12,1504,44,0
Edge,desktop,12/17/12,1093,23,31
Chrome,tablet,12/17/12,930,20,41
Android Webview,mobile,12/17/12,246,0,2
Safari (in-app),tablet,12/17/12,163,1,4
Amazon Silk,tablet,12/17/12,86,0,7
Firefox,mobile,12/17/12,14,0,0
error,desktop,12/17/12,9,0,0
Amazon Silk,mobile,12/17/12,5,0,0
osee2unifiedRelease,mobile,12/17/12,4,0,0
SeaMonkey,desktop,12/17/12,4,0,0
Internet Explorer,tablet,12/17/12,3,0,0
Android Webview,tablet,12/17/12,1,0,0
Coc Coc,desktop,12/17/12,1,0,0
Opera Mini,mobile,12/17/12,1,0,0
YaBrowser,desktop,12/17/12,1,0,0
Android Browser,mobile,12/17/12,0,0,0
Mozilla,desktop,12/17/12,0,0,0
Safari,desktop,12/18/12,3407,134,226
Chrome,mobile,12/18/12,2171,23,35
Android Webview,mobile,12/18/12,876,2,4
Internet Explorer,desktop,12/18/12,849,26,34
Chrome,tablet,12/18/12,449,1,2
Samsung Internet,mobile,12/18/12,260,5,7
Internet Explorer,mobile,12/18/12,178,0,7
Amazon Silk,tablet,12/18/12,94,2,5
Android Webview,tablet,12/18/12,48,0,0
error,desktop,12/18/12,9,0,0
(not set),mobile,12/18/12,5,0,0
Android Browser,tablet,12/18/12,4,0,0
DDG-Android-3.1.1,desktop,12/18/12,3,0,0
Mozilla,desktop,12/18/12,3,0,0
Opera Mini,mobile,12/18/12,3,0,0
Amazon Silk,mobile,12/18/12,2,0,0
(not set),tablet,12/18/12,1,0,0
Safari,mobile,12/19/12,9451,164,322
Safari,tablet,12/19/12,6913,167,311
Chrome,desktop,12/19/12,3019,72,155
Chrome,mobile,12/19/12,1432,9,15
Internet Explorer,desktop,12/19/12,797,9,0
Android Webview,mobile,12/19/12,448,0,0
Edge,desktop,12/19/12,356,2,1
Chrome,tablet,12/19/12,300,2,4
Internet Explorer,tablet,12/19/12,84,0,0
Android Webview,tablet,12/19/12,31,0,0
Internet Explorer,mobile,12/19/12,19,0,0
Firefox,mobile,12/19/12,12,0,0
SeaMonkey,desktop,12/19/12,5,0,0
(not set),mobile,12/19/12,4,0,0
Opera,mobile,12/19/12,3,0,0
error,desktop,12/19/12,2,0,0
Mozilla,desktop,12/19/12,2,0,0
YaBrowser,desktop,12/19/12,1,0,0
Amazon Silk,desktop,12/19/12,0,0,0
osee2unifiedRelease,mobile,12/19/12,0,0,0
UC Browser,mobile,12/19/12,0,0,0
Chrome,desktop,12/20/12,12986,297,581
Safari,desktop,12/20/12,2604,124,183
Firefox,desktop,12/20/12,1256,72,112
Edge,desktop,12/20/12,1200,29,54
Chrome,mobile,12/20/12,643,4,2
Android Webview,mobile,12/20/12,528,0,0
Chrome,tablet,12/20/12,496,10,10
Samsung Internet,mobile,12/20/12,218,0,0
Internet Explorer,tablet,12/20/12,168,7,0
Samsung Internet,tablet,12/20/12,45,0,4
Android Webview,tablet,12/20/12,14,0,0
BlackBerry,mobile,12/20/12,10,0,0
Edge,mobile,12/20/12,8,0,0
Opera,mobile,12/20/12,6,0,0
error,desktop,12/20/12,5,0,0
Internet Explorer,mobile,12/20/12,4,0,0
Firefox,tablet,12/20/12,2,0,0
Mozilla Compatible Agent,desktop,12/20/12,1,0,0
osee2unifiedRelease,mobile,12/20/12,1,0,0
Amazon Silk,mobile,12/20/12,0,0,0
Opera Mini,mobile,12/20/12,0,0,0
Safari,mobile,12/21/12,23092,532,924
Chrome,desktop,12/21/12,9701,423,753
Safari,desktop,12/21/12,7426,575,922
Chrome,mobile,12/21/12,999,11,14
Samsung Internet,mobile,12/21/12,533,6,11
Edge,desktop,12/21/12,287,2,7
Android Webview,mobile,12/21/12,115,0,0
Amazon Silk,tablet,12/21/12,80,1,1
Amazon Silk,mobile,12/21/12,13,0,0
Android Browser,tablet,12/21/12,9,0,0
Firefox,mobile,12/21/12,9,0,0
error,desktop,12/21/12,5,0,0
Android Webview,desktop,12/21/12,1,0,0
Edge,mobile,12/21/12,1,0,0
UC Browser,desktop,12/21/12,1,0,0
YaBrowser,desktop,12/21/12,1,0,0
Maxthon,desktop,12/21/12,0,0,0
Mozilla,desktop,12/21/12,0,0,0
Opera,mobile,12/21/12,0,0,0
osee2unifiedRelease,mobile,12/21/12,0,0,0
Safari,tablet,12/22/12,7778,174,287
Chrome,desktop,12/22/12,7732,189,350
Chrome,mobile,12/22/12,3793,30,63
Firefox,desktop,12/22/12,2615,66,112
Internet Explorer,desktop,12/22/12,797,26,0
Samsung Internet,mobile,12/22/12,721,7,13
Android Webview,mobile,12/22/12,527,1,1
Safari (in-app),mobile,12/22/12,467,6,5
Edge,desktop,12/22/12,460,9,21
Chrome,tablet,12/22/12,419,3,8
Amazon Silk,tablet,12/22/12,273,2,4
Opera,desktop,12/22/12,28,0,0
Firefox,mobile,12/22/12,21,0,0
Maxthon,desktop,12/22/12,4,0,0
Android Browser,mobile,12/22/12,3,0,0
Edge,mobile,12/22/12,2,0,0
error,desktop,12/22/12,1,0,0
Firefox,tablet,12/22/12,1,0,0
Iron,mobile,12/22/12,1,0,0
Opera Mini,mobile,12/22/12,1,0,0
UC Browser,mobile,12/22/12,1,0,0
YaBrowser,tablet,12/22/12,1,0,0
Chrome,desktop,12/23/12,11943,489,818
Firefox,desktop,12/23/12,1735,38,85
Chrome,mobile,12/23/12,1722,16,19
Safari (in-app),mobile,12/23/12,465,1,2
Internet Explorer,tablet,12/23/12,77,4,0
Android Webview,tablet,12/23/12,48,0,0
